post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,region,language,festival_relevance,festival_season,relevant_festivals,timestamp,month,day_of_week,ad_spend,age_group,gender
290,static_image,YouTube,Social Issues,501,498,120,7764,0.07,Rural West Bengal,Gujarati,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-26 11:14:37,August,Monday,375.91,25-34,Other
291,video,Facebook,Education,3703,989,49,9535,0.25,Mysuru Urban,Punjabi,No,Low,Vasant Panchami,2024-02-16 16:29:37,February,Friday,1266.51,25-34,Female
292,video,Instagram,Finance,3843,892,171,7183,0.06,Noida Urban,Punjabi,No,Low,"Christmas, New Year's Eve",2024-12-07 04:58:10,December,Saturday,3702.71,25-34,Male
293,video,YouTube,Entertainment,70,682,81,5018,0.09,Rural NCR,Punjabi,No,Medium,"Baisakhi, Ram Navami",2024-04-16 00:52:39,April,Tuesday,1029.6,35-44,Male
294,reel,Facebook,Gaming,3916,537,481,2677,0.07,Delhi Urban,Kannada,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-19 03:35:06,August,Monday,1485.98,55+,Female
295,static_image,Instagram,Finance,352,324,263,7902,0.27,Gurgaon Urban,Punjabi,No,Low,Rath Yatra,2024-06-12 04:03:57,June,Wednesday,1035.67,45-54,Other
296,static_image,YouTube,Movies,215,646,497,7804,0.13,Rural Karnataka South,Marathi,No,Low,Vasant Panchami,2024-02-01 10:25:22,February,Thursday,1145.9,18-24,Female
297,video,YouTube,Health,4170,324,292,6827,0.16,Rural Rajasthan,Urdu,Yes,Low,Ganesh Chaturthi,2024-09-19 04:20:24,September,Thursday,4621.02,45-54,Female
298,video,YouTube,Health,3597,154,490,6895,0.18,Rural Maharashtra North,Hindi,No,Low,Vasant Panchami,2024-02-27 10:43:52,February,Tuesday,566.58,18-24,Other
299,video,YouTube,Finance,809,509,267,4753,0.23,Mumbai Urban,Hinglish,No,Low,"Christmas, New Year's Eve",2024-12-18 12:53:48,December,Wednesday,2394.67,18-24,Male
300,static_image,YouTube,Social Issues,1951,302,342,1057,0.13,Rural Gujarat,Kannada,No,Low,"Christmas, New Year's Eve",2024-12-16 11:56:55,December,Monday,4725.33,25-34,Female
301,static_image,YouTube,Technology,3973,265,363,1839,0.36,Rural West Bengal,Urdu,No,Medium,"Lohri, Pongal, Republic Day",2024-01-03 01:40:22,January,Wednesday,4110.36,25-34,Other
302,static_image,YouTube,Education,3545,440,385,8820,0.27,Rural Punjab,Marathi,Yes,Low,Eid al-Adha,2024-07-12 22:26:20,July,Friday,1058.01,25-34,Female
303,reel,Facebook,Entertainment,3398,253,102,5764,0.06,Rural Rajasthan,Odia,No,Low,Rath Yatra,2024-06-02 22:59:55,June,Sunday,2394.41,25-34,Other
304,video,YouTube,Finance,3775,755,492,8364,0.08,Bengaluru Suburban,Marathi,No,Low,Eid al-Adha,2024-07-23 03:59:11,July,Tuesday,1316.09,55+,Other
305,video,YouTube,Finance,3581,416,208,396,0.09,Gurgaon Urban,Bengali,Yes,Low,Vasant Panchami,2024-02-17 22:21:49,February,Saturday,2309.96,55+,Male
306,video,YouTube,Entertainment,4054,76,39,5960,0.1,Rural Bihar,English,No,Low,Ganesh Chaturthi,2024-09-08 21:20:51,September,Sunday,3468.19,55+,Male
307,video,YouTube,Technology,4852,284,501,10842,0.11,Rural Karnataka South,Odia,Yes,Medium,"Baisakhi, Ram Navami",2024-04-29 01:26:52,April,Monday,2323.74,25-34,Female
308,reel,Facebook,Fashion,3722,904,139,4884,0.22,Mumbai Suburban,Bhojpuri,No,Low,Rath Yatra,2024-06-01 15:18:12,June,Saturday,753.37,45-54,Male
309,video,Facebook,Movies,673,217,155,3962,0.07,Chennai Suburban,Bhojpuri,No,Low,Rath Yatra,2024-06-09 10:58:33,June,Sunday,867.8,35-44,Other
310,static_image,YouTube,Politics,5634,153,248,8254,0.1,Rural Karnataka North,Odia,No,Medium,"Holi, Maha Shivaratri",2024-03-05 05:35:58,March,Tuesday,3002.04,35-44,Male
311,static_image,Facebook,Travel,6174,52,129,5353,0.29,Mumbai Suburban,Telugu,Yes,High,"Diwali, Bhai Dooj",2024-11-15 23:30:47,November,Friday,4842.8,25-34,Male
312,static_image,YouTube,Entertainment,1299,816,595,4716,0.15,Coimbatore Urban,Urdu,No,Medium,"Baisakhi, Ram Navami",2024-04-19 11:11:44,April,Friday,1279.48,45-54,Female
313,static_image,YouTube,Social Issues,3906,809,153,5148,0.04,Bengaluru Urban,Hindi,No,Low,Rath Yatra,2024-06-24 07:11:43,June,Monday,3446.16,45-54,Other
314,static_image,YouTube,Movies,412,529,597,14004,0.21,Rural Maharashtra East,Gujarati,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-28 21:45:05,October,Monday,246.84,25-34,Female
315,static_image,YouTube,Food,3151,502,485,2948,0.11,Bengaluru Suburban,Odia,No,Low,"Christmas, New Year's Eve",2024-12-24 11:09:16,December,Tuesday,4162.18,35-44,Male
316,video,YouTube,Movies,6372,1413,447,3696,0.18,Gurgaon Urban,Gujarati,Yes,High,"Diwali, Bhai Dooj",2024-11-26 11:36:40,November,Tuesday,1255.65,25-34,Other
317,video,Instagram,Education,4553,109,39,8542,0.16,Mumbai Urban,Bengali,No,Low,Vasant Panchami,2024-02-15 16:30:50,February,Thursday,986.95,18-24,Male
318,static_image,YouTube,Education,1047,430,397,1206,0.32,Mumbai Urban,English,No,Medium,"Baisakhi, Ram Navami",2024-04-08 02:21:03,April,Monday,2414.37,45-54,Male
319,video,Facebook,Health,213,665,430,3279,0.11,Delhi NCR Urban,Hinglish,No,Low,Rath Yatra,2024-06-05 05:15:57,June,Wednesday,1227.26,25-34,Male
320,carousel,Facebook,Social Issues,616,687,34,1624,0.33,Rural Bihar,Punjabi,No,Medium,"Lohri, Pongal, Republic Day",2024-01-02 12:10:24,January,Tuesday,659.36,25-34,Male
321,carousel,Facebook,Travel,3787,56,448,608,0.2,Bengaluru Urban,Gujarati,Yes,Low,"Christmas, New Year's Eve",2024-12-04 13:18:31,December,Wednesday,483.09,55+,Other
322,static_image,YouTube,Social Issues,3198,536,318,9207,0.22,Delhi NCR Urban,Telugu,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-10 23:02:15,May,Friday,4413.04,25-34,Male
323,static_image,Facebook,Travel,487,541,250,3291,0.25,Rural Tamil Nadu North,Bhojpuri,No,Low,Ganesh Chaturthi,2024-09-27 20:36:00,September,Friday,2249.33,18-24,Male
324,video,YouTube,Fashion,4815,1086,168,8278,0.14,Rural Punjab,Hinglish,No,Medium,"Holi, Maha Shivaratri",2024-03-18 13:41:13,March,Monday,3035.48,45-54,Other
325,static_image,Instagram,Technology,4254,690,123,5961,0.12,Rural Tamil Nadu South,Bhojpuri,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-23 16:16:08,May,Thursday,4273.68,18-24,Other
326,carousel,Facebook,Food,2484,433,96,6735,0.03,Rural Maharashtra North,Bengali,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-25 19:06:59,May,Saturday,345.77,35-44,Male
327,static_image,Instagram,Technology,1129,135,277,9016,0.04,Rural Maharashtra West,Bhojpuri,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-30 03:55:38,May,Thursday,4613.61,45-54,Other
328,static_image,Facebook,Travel,2823,310,413,5972,0.04,Hyderabad Urban,Hinglish,Yes,Low,Ganesh Chaturthi,2024-09-19 06:26:28,September,Thursday,4151.47,55+,Female
329,static_image,Instagram,Health,3757,1336,742,10734,0.1,Rural Karnataka South,Hinglish,Yes,High,"Diwali, Bhai Dooj",2024-11-16 12:59:35,November,Saturday,220.77,35-44,Other
330,video,YouTube,Health,4203,667,332,2249,0.23,Rural Maharashtra West,Punjabi,No,Low,Rath Yatra,2024-06-27 20:25:08,June,Thursday,4618.26,55+,Male
331,carousel,Facebook,Travel,4357,118,93,11628,0.16,Rural Gujarat,Malayalam,No,Medium,"Holi, Maha Shivaratri",2024-03-02 03:30:22,March,Saturday,2018.15,25-34,Other
332,carousel,Facebook,Entertainment,4222,378,661,5182,0.31,Mumbai Urban,English,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-02 21:40:30,October,Wednesday,3231.13,25-34,Other
333,static_image,YouTube,Entertainment,3367,249,86,4260,0.35,Rural Maharashtra East,Gujarati,No,Medium,"Holi, Maha Shivaratri",2024-03-07 06:18:49,March,Thursday,2121.75,18-24,Other
334,video,YouTube,Health,1783,931,310,5282,0.21,Rural Gujarat,Punjabi,No,Low,Rath Yatra,2024-06-19 02:20:34,June,Wednesday,608.22,55+,Other
335,static_image,Facebook,Fashion,5653,333,43,4554,0.41,Rural UP East,Hinglish,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-06 23:47:32,October,Sunday,3395.58,25-34,Female
336,carousel,Instagram,Travel,6639,943,571,12706,0.22,Delhi Urban,Hinglish,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-19 01:46:34,August,Monday,108.69,55+,Male
337,video,YouTube,Technology,837,572,56,3124,0.26,Hyderabad Urban,Bengali,No,Low,Rath Yatra,2024-06-18 16:22:52,June,Tuesday,2752.47,35-44,Male
338,video,YouTube,Technology,2242,365,393,6283,0.18,Noida Urban,Punjabi,No,Low,"Christmas, New Year's Eve",2024-12-11 07:28:12,December,Wednesday,3139.61,25-34,Male
339,video,Instagram,Fashion,3138,167,341,7797,0.18,Rural West Bengal,Punjabi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-14 21:40:10,May,Tuesday,4986.43,45-54,Other
340,video,Facebook,Education,1146,50,118,842,0.1,Rural Maharashtra East,Bhojpuri,No,Low,Vasant Panchami,2024-02-13 14:52:31,February,Tuesday,991.18,55+,Male
341,video,YouTube,Social Issues,6444,1483,255,3580,0.42,Rural UP West,Gujarati,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-01 23:48:50,August,Thursday,3782.53,45-54,Other
342,video,Instagram,Health,3721,38,399,9782,0.05,Rural Karnataka South,Tamil,No,Low,"Christmas, New Year's Eve",2024-12-19 07:06:02,December,Thursday,900.93,55+,Male
343,static_image,Instagram,Travel,2622,889,397,9654,0.24,Delhi Urban,Malayalam,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-25 11:18:10,August,Sunday,4310.81,18-24,Other
344,static_image,Facebook,Politics,4153,448,482,1624,0.07,Chennai Suburban,Urdu,No,Medium,"Baisakhi, Ram Navami",2024-04-23 03:40:24,April,Tuesday,802.45,18-24,Male
345,static_image,Instagram,Movies,889,190,578,806,0.27,Rural Rajasthan,Punjabi,No,Medium,"Baisakhi, Ram Navami",2024-04-01 19:06:05,April,Monday,941.93,45-54,Other
346,carousel,Facebook,Movies,360,1027,225,4555,0.06,Mumbai Urban,Hinglish,Yes,High,"Diwali, Bhai Dooj",2024-11-01 19:14:09,November,Friday,2189.23,25-34,Male
347,reel,Instagram,Education,574,250,370,5759,0.28,Hyderabad Urban,Punjabi,Yes,Low,Ganesh Chaturthi,2024-09-22 14:39:13,September,Sunday,1085.05,55+,Female
348,video,Facebook,Technology,6169,316,222,6795,0.31,Chennai Suburban,Urdu,Yes,High,"Diwali, Bhai Dooj",2024-11-23 23:08:52,November,Saturday,2565.07,18-24,Male
349,video,YouTube,Fashion,2725,576,440,3264,0.07,Chennai Suburban,Hinglish,No,Medium,"Lohri, Pongal, Republic Day",2024-01-30 18:54:20,January,Tuesday,4646.64,25-34,Other
350,video,YouTube,Music,1483,873,28,4189,0.28,Chennai Suburban,Tamil,No,Low,Eid al-Adha,2024-07-19 20:21:25,July,Friday,2063.9,55+,Male
351,reel,Facebook,Entertainment,2446,298,193,7982,0.04,Bengaluru Urban,Tamil,No,Low,Rath Yatra,2024-06-22 21:50:49,June,Saturday,3797.33,18-24,Female
352,reel,Facebook,Sports,4413,327,7,5169,0.12,Rural Maharashtra West,Marathi,No,Medium,"Baisakhi, Ram Navami",2024-04-29 13:53:12,April,Monday,4591.66,55+,Other
353,reel,Facebook,Politics,198,988,331,3292,0.09,Hyderabad Urban,Odia,No,Low,Vasant Panchami,2024-02-07 10:37:37,February,Wednesday,194.63,18-24,Male
354,video,YouTube,Health,3728,573,279,7925,0.18,Rural Rajasthan,Urdu,No,Low,"Christmas, New Year's Eve",2024-12-29 15:09:29,December,Sunday,3771.88,18-24,Other
355,reel,Facebook,Sports,5593,1414,34,10521,0.07,Gurgaon Urban,Bhojpuri,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-10 14:30:28,August,Saturday,1089.89,55+,Male
356,static_image,Facebook,Entertainment,2284,71,491,7474,0.21,Chennai Urban,Marathi,No,Low,Vasant Panchami,2024-02-22 09:17:08,February,Thursday,374.43,55+,Other
357,video,YouTube,Music,2853,458,201,795,0.04,Rural Tamil Nadu North,Punjabi,No,Low,"Christmas, New Year's Eve",2024-12-24 22:41:49,December,Tuesday,4582.45,25-34,Male
358,video,YouTube,Gaming,4787,454,87,8985,0.2,Pune Urban,Gujarati,No,Low,Ganesh Chaturthi,2024-09-28 18:18:41,September,Saturday,2832.23,35-44,Male
359,reel,Facebook,Gaming,420,1065,595,10440,0.19,Rural Rajasthan,Tamil,No,Medium,"Lohri, Pongal, Republic Day",2024-01-08 02:10:20,January,Monday,901.21,25-34,Female
360,carousel,Facebook,Entertainment,4171,1156,456,5032,0.1,Rural Maharashtra North,Odia,No,Medium,"Baisakhi, Ram Navami",2024-04-19 08:13:22,April,Friday,2718.58,35-44,Female
361,video,Facebook,Technology,4364,195,500,4670,0.22,Rural Tamil Nadu South,Marathi,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-28 00:00:54,May,Tuesday,1712.08,18-24,Male
362,video,YouTube,Fashion,7321,951,367,10212,0.15,Coimbatore Urban,Punjabi,Yes,High,"Diwali, Bhai Dooj",2024-11-11 23:01:09,November,Monday,4955.21,45-54,Other
363,static_image,Instagram,Gaming,1557,860,436,2730,0.01,Rural UP East,Kannada,No,Medium,"Holi, Maha Shivaratri",2024-03-03 17:02:30,March,Sunday,4264.69,25-34,Male
364,static_image,YouTube,Music,2221,1026,592,2539,0.41,Mumbai Urban,Hinglish,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-28 16:35:15,August,Wednesday,3529.22,35-44,Male
365,video,Facebook,Technology,1143,445,470,5594,0.12,Rural Punjab,Punjabi,No,Low,Vasant Panchami,2024-02-14 02:23:58,February,Wednesday,595.02,18-24,Female
366,video,Facebook,Finance,142,1080,519,8955,0.43,Rural Tamil Nadu South,Malayalam,Yes,High,"Diwali, Bhai Dooj",2024-11-10 10:12:33,November,Sunday,4963.8,45-54,Other
367,video,Instagram,Health,4254,627,706,4104,0.1,Bengaluru Urban,Tamil,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-04 16:53:15,October,Friday,2522.3,18-24,Male
368,static_image,Facebook,Music,1543,354,373,6308,0.04,Coimbatore Urban,Hinglish,No,Low,"Christmas, New Year's Eve",2024-12-09 01:37:45,December,Monday,1311.09,18-24,Male
369,video,YouTube,Entertainment,3687,351,404,2566,0.23,Rural Punjab,Bhojpuri,No,Medium,"Holi, Maha Shivaratri",2024-03-04 20:15:50,March,Monday,4383.59,35-44,Male
370,carousel,Facebook,Music,4491,1164,373,10399,0.28,Delhi Urban,Odia,No,Medium,"Lohri, Pongal, Republic Day",2024-01-04 21:00:15,January,Thursday,2673.76,45-54,Other
371,carousel,Facebook,Politics,4706,542,268,1475,0.08,Rural NCR,Kannada,No,Low,Rath Yatra,2024-06-01 18:46:37,June,Saturday,4297.97,18-24,Female
372,video,Facebook,Gaming,1801,234,349,7065,0.19,Rural Tamil Nadu South,Hindi,Yes,Low,Eid al-Adha,2024-07-29 07:34:19,July,Monday,1705.78,18-24,Other
373,video,Facebook,Health,3127,1297,708,3112,0.37,Pune Urban,Hindi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-19 12:33:02,August,Monday,1449.24,25-34,Male
374,reel,Facebook,Entertainment,4557,498,229,230,0.27,Rural Maharashtra North,Tamil,Yes,Low,Ganesh Chaturthi,2024-09-24 15:14:13,September,Tuesday,3026.79,45-54,Female
375,carousel,Instagram,Food,2940,589,439,6195,0.34,Rural Karnataka South,Bengali,No,Medium,"Lohri, Pongal, Republic Day",2024-01-22 12:45:29,January,Monday,3868.27,45-54,Other
376,video,YouTube,Education,4686,436,334,6065,0.04,Chennai Suburban,Marathi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-23 12:12:24,May,Thursday,3579.21,25-34,Male
377,reel,Instagram,Fashion,2572,641,396,556,0.13,Rural West Bengal,Marathi,No,Low,Rath Yatra,2024-06-30 03:55:16,June,Sunday,1441.58,35-44,Other
378,carousel,Facebook,Finance,2491,1185,315,3609,0.12,Rural Karnataka South,Bhojpuri,No,Medium,"Baisakhi, Ram Navami",2024-04-12 04:38:39,April,Friday,3405.38,45-54,Male
379,video,YouTube,Travel,2873,166,291,3552,0.27,Pune Urban,Hinglish,No,Low,Rath Yatra,2024-06-01 07:32:06,June,Saturday,2024.93,25-34,Male
380,static_image,Facebook,Movies,2326,583,42,3223,0.14,Bengaluru Suburban,Hinglish,Yes,Low,Vasant Panchami,2024-02-24 04:59:27,February,Saturday,642.42,25-34,Other
381,reel,Instagram,Movies,5515,1485,24,606,0.26,Mumbai Urban,Urdu,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-21 07:07:43,August,Wednesday,2903.76,45-54,Male
382,carousel,Facebook,Finance,489,419,468,6465,0.21,Chennai Suburban,Telugu,No,Low,Ganesh Chaturthi,2024-09-01 20:17:32,September,Sunday,4731.36,35-44,Female
383,carousel,Instagram,Entertainment,4495,210,464,9648,0.18,Pune Urban,Bengali,Yes,Low,Ganesh Chaturthi,2024-09-07 21:46:58,September,Saturday,3984.53,55+,Female
384,reel,Facebook,Sports,210,889,32,4207,0.25,Chennai Suburban,Urdu,Yes,Low,Vasant Panchami,2024-02-08 15:52:43,February,Thursday,4572.97,45-54,Female
385,video,YouTube,Entertainment,4707,45,360,3580,0.45,Chennai Urban,Kannada,Yes,High,"Diwali, Bhai Dooj",2024-11-03 23:23:36,November,Sunday,3309.69,18-24,Other
386,static_image,Instagram,Entertainment,290,891,171,4693,0.29,Mysuru Urban,English,No,Low,Eid al-Adha,2024-07-13 20:39:40,July,Saturday,2326.21,55+,Female
387,video,Instagram,Food,2315,126,160,5319,0.04,Delhi NCR Urban,Marathi,No,Low,Eid al-Adha,2024-07-30 03:13:27,July,Tuesday,3837.12,35-44,Male
388,static_image,Facebook,Education,6583,333,297,7792,0.26,Rural Karnataka North,Marathi,Yes,High,"Diwali, Bhai Dooj",2024-11-18 11:37:57,November,Monday,4927.37,55+,Female
389,video,YouTube,Travel,5720,996,590,11953,0.36,Pune Urban,Tamil,No,Medium,"Holi, Maha Shivaratri",2024-03-21 19:02:30,March,Thursday,3627.78,55+,Male
390,carousel,Facebook,Entertainment,1974,945,362,7571,0.2,Rural Maharashtra East,Odia,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-28 09:53:31,May,Tuesday,1304.78,45-54,Male
391,static_image,YouTube,Finance,4493,781,252,7295,0.09,Kolkata Urban,Telugu,No,Low,Eid al-Adha,2024-07-17 04:17:27,July,Wednesday,1085.52,35-44,Other
392,carousel,Instagram,Social Issues,1170,309,34,9319,0.25,Rural Maharashtra East,Tamil,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-05 23:04:22,May,Sunday,2790.56,55+,Male
393,static_image,YouTube,Politics,1723,542,71,815,0.18,Rural Karnataka North,Gujarati,Yes,Low,Rath Yatra,2024-06-22 02:41:36,June,Saturday,2564.12,35-44,Other
394,video,Facebook,Social Issues,3861,527,283,940,0.12,Rural Karnataka North,Tamil,No,Low,Vasant Panchami,2024-02-13 15:30:12,February,Tuesday,1618.86,18-24,Other
395,video,Facebook,Food,2931,526,487,4318,0.16,Rural Karnataka North,Hindi,Yes,Low,Rath Yatra,2024-06-23 08:42:02,June,Sunday,1782.64,18-24,Other
396,video,YouTube,Food,2103,714,379,4980,0.05,Rural Maharashtra East,Urdu,No,Low,Rath Yatra,2024-06-08 17:05:07,June,Saturday,3586.9,18-24,Other
397,static_image,YouTube,Travel,3422,280,148,9420,0.21,Rural Tamil Nadu South,Hinglish,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-22 14:55:38,May,Wednesday,4090.02,55+,Female
398,reel,Instagram,Fashion,3820,210,323,9999,0.2,Rural Karnataka North,Punjabi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-20 10:09:49,May,Monday,308.42,18-24,Male
399,static_image,Instagram,Movies,3529,158,198,538,0.03,Mysuru Urban,English,No,Low,"Christmas, New Year's Eve",2024-12-23 08:49:27,December,Monday,3805.7,25-34,Other
400,video,YouTube,Finance,3661,446,470,7613,0.2,Delhi NCR Urban,Gujarati,No,Low,Rath Yatra,2024-06-14 10:30:49,June,Friday,3776.09,55+,Male
401,carousel,Facebook,Social Issues,246,747,194,9614,0.19,Chennai Suburban,Bhojpuri,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-31 01:35:02,May,Friday,722.1,35-44,Other
402,static_image,YouTube,Music,4688,429,354,6070,0.29,Noida Urban,Telugu,No,Medium,"Lohri, Pongal, Republic Day",2024-01-05 10:59:34,January,Friday,4523.38,35-44,Other
403,reel,Instagram,Education,2991,45,152,4096,0.21,Rural UP West,Odia,No,Medium,"Lohri, Pongal, Republic Day",2024-01-19 10:56:28,January,Friday,3288.68,35-44,Other
404,static_image,YouTube,Finance,4227,909,275,3713,0.22,Rural Karnataka North,Marathi,Yes,Low,Rath Yatra,2024-06-20 21:52:07,June,Thursday,696.11,35-44,Male
405,video,Instagram,Entertainment,4746,970,573,11481,0.32,Rural Rajasthan,Bhojpuri,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-02 12:23:45,October,Wednesday,643.14,55+,Male
406,reel,Instagram,Entertainment,6484,783,387,718,0.09,Rural Bihar,Tamil,Yes,High,"Diwali, Bhai Dooj",2024-11-20 13:25:48,November,Wednesday,3464.08,35-44,Female
407,video,Instagram,Fashion,4213,136,243,9744,0.21,Rural Punjab,Hinglish,No,Medium,"Lohri, Pongal, Republic Day",2024-01-30 18:01:12,January,Tuesday,3790.29,18-24,Male
408,video,YouTube,Education,2365,946,79,7798,0.08,Bengaluru Suburban,Gujarati,No,Low,Vasant Panchami,2024-02-15 08:03:19,February,Thursday,2512.35,25-34,Other
409,video,Instagram,Travel,5857,103,678,5622,0.44,Bengaluru Urban,Odia,Yes,High,"Diwali, Bhai Dooj",2024-11-22 15:27:23,November,Friday,1460.35,18-24,Female
410,static_image,Instagram,Food,4281,1122,178,11955,0.19,Rural Maharashtra East,Punjabi,No,Medium,"Baisakhi, Ram Navami",2024-04-19 00:52:55,April,Friday,1672.44,18-24,Female
411,static_image,Instagram,Politics,3525,46,289,5316,0.4,Mumbai Suburban,Hinglish,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-01 13:39:06,August,Thursday,1435.91,55+,Female
412,video,YouTube,Politics,4011,1098,520,3031,0.22,Rural Maharashtra East,Hinglish,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-26 14:49:48,October,Saturday,3790.33,35-44,Other
413,reel,Facebook,Food,4791,336,117,4448,0.13,Mumbai Suburban,English,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-22 02:34:30,May,Wednesday,2698.72,35-44,Other
414,static_image,Instagram,Movies,3667,934,7,5669,0.04,Rural Karnataka South,Punjabi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-30 16:11:58,May,Thursday,621.53,55+,Male
415,video,Facebook,Entertainment,3612,139,275,3196,0.02,Gurgaon Urban,Telugu,No,Low,Eid al-Adha,2024-07-12 04:28:01,July,Friday,2826.12,35-44,Other
416,static_image,YouTube,Fashion,3608,665,27,2935,0.02,Noida Urban,Hindi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-03 15:23:05,May,Friday,1882.2,55+,Other
417,reel,Facebook,Health,512,574,80,6160,0.16,Gurgaon Urban,Marathi,No,Medium,"Baisakhi, Ram Navami",2024-04-07 20:58:18,April,Sunday,2271.03,25-34,Other
418,static_image,Facebook,Entertainment,1045,532,123,1627,0.19,Chennai Suburban,Kannada,Yes,Low,Eid al-Adha,2024-07-02 06:00:17,July,Tuesday,4749.79,25-34,Female
419,video,YouTube,Social Issues,2243,303,293,9380,0.2,Rural Rajasthan,Bengali,No,Low,Vasant Panchami,2024-02-20 06:24:19,February,Tuesday,4549.2,35-44,Male
420,video,YouTube,Politics,4054,582,419,7810,0.25,Chennai Urban,Marathi,No,Low,Vasant Panchami,2024-02-23 17:42:42,February,Friday,2562.37,25-34,Male
421,reel,Facebook,Gaming,1934,963,184,1318,0.03,Pune Urban,Kannada,No,Low,Vasant Panchami,2024-02-12 20:19:03,February,Monday,1739.96,25-34,Female
422,video,Facebook,Music,5420,238,465,7650,0.08,Chennai Suburban,Odia,No,Medium,"Baisakhi, Ram Navami",2024-04-03 15:54:49,April,Wednesday,840.21,55+,Male
423,video,Instagram,Politics,739,714,126,11829,0.13,Rural Maharashtra East,Marathi,Yes,High,"Diwali, Bhai Dooj",2024-11-29 14:39:17,November,Friday,4904.16,45-54,Female
424,reel,Facebook,Sports,2497,1140,235,10312,0.33,Rural UP West,Kannada,Yes,Medium,"Lohri, Pongal, Republic Day",2024-01-02 13:04:27,January,Tuesday,619.42,55+,Other
425,static_image,Facebook,Movies,2682,990,630,4356,0.35,Mumbai Urban,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-05 03:17:57,August,Monday,1862.16,18-24,Other
426,video,Facebook,Travel,4709,211,203,827,0.15,Chennai Suburban,Urdu,No,Low,Eid al-Adha,2024-07-27 13:00:53,July,Saturday,3718.8,18-24,Female
427,reel,Facebook,Entertainment,4975,857,219,2261,0.08,Mysuru Urban,Urdu,No,Low,Ganesh Chaturthi,2024-09-15 08:11:44,September,Sunday,367.48,25-34,Other
428,video,Facebook,Sports,3253,242,464,865,0.15,Rural Maharashtra East,Marathi,Yes,Low,Eid al-Adha,2024-07-23 18:12:24,July,Tuesday,2597.13,55+,Female
429,carousel,Instagram,Music,1085,79,174,4023,0.24,Rural Gujarat,Malayalam,No,Low,Ganesh Chaturthi,2024-09-08 13:55:33,September,Sunday,4165.82,45-54,Other
430,static_image,Facebook,Fashion,3736,16,389,7180,0.24,Pune Urban,Bhojpuri,No,Low,Eid al-Adha,2024-07-23 06:20:01,July,Tuesday,2656.94,35-44,Female
431,static_image,Instagram,Fashion,556,1083,378,1810,0.32,Delhi NCR Urban,Hinglish,Yes,High,"Diwali, Bhai Dooj",2024-11-29 18:23:49,November,Friday,3882.94,25-34,Male
432,video,YouTube,Finance,734,1033,214,6556,0.13,Rural Rajasthan,English,No,Medium,"Holi, Maha Shivaratri",2024-03-27 03:38:02,March,Wednesday,37.4,35-44,Male
433,static_image,YouTube,Sports,3341,959,172,7783,0.12,Delhi Urban,Bengali,No,Low,"Christmas, New Year's Eve",2024-12-26 14:39:11,December,Thursday,760.6,18-24,Female
434,video,Instagram,Education,123,771,342,1562,0.07,Rural Tamil Nadu South,Odia,No,Low,Rath Yatra,2024-06-04 22:21:27,June,Tuesday,1436.41,18-24,Female
435,video,Instagram,Education,464,960,170,939,0.2,Bengaluru Suburban,Punjabi,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-04 14:51:40,May,Saturday,4905.88,35-44,Female
