post_type,timestamp,likes,comments,shares,state
static_image,2024-12-13 14:00:24.736534,694,73,56,West Bengal
static_image,2024-12-13 14:00:24.741143,651,85,59,Delhi
reel,2024-12-13 14:00:24.741209,685,114,87,Telangana
carousel,2024-12-13 14:00:24.741332,564,102,28,Kerala
carousel,2024-12-13 14:30:24.688814,671,77,63,Madhya Pradesh
static_image,2024-12-13 14:30:24.691233,983,109,47,Tamil Nadu
reel,2024-12-13 14:30:24.693825,1911,249,78,Tamil Nadu
static_image,2024-12-13 14:30:24.695579,722,85,50,Tamil Nadu
reel,2024-12-13 14:30:24.696100,1880,199,83,Maharashtra
carousel,2024-12-13 14:30:24.697078,552,54,29,Bihar
reel,2024-12-13 14:30:24.701656,2470,79,135,Maharashtra
static_image,2024-12-13 14:30:24.701720,889,98,24,Karnataka
static_image,2024-12-13 14:30:24.718023,1000,78,45,Kerala
carousel,2024-12-13 14:30:24.718492,856,113,30,Karnataka
static_image,2024-12-13 14:30:24.721575,581,51,28,Uttarakhand
static_image,2024-12-13 14:30:24.722082,578,45,21,Assam
carousel,2024-12-13 14:30:24.726580,777,42,56,Telangana
carousel,2024-12-13 14:30:24.738011,763,141,39,Bihar
static_image,2024-12-13 14:33:24.711329,585,58,46,Haryana
static_image,2024-12-13 14:36:24.713556,696,41,58,Uttar Pradesh
carousel,2024-12-13 15:18:24.738231,1171,79,112,Punjab
static_image,2024-12-13 16:08:24.690697,571,65,25,Uttar Pradesh
carousel,2024-12-13 17:37:24.703456,918,28,34,Telangana
carousel,2024-12-13 19:05:24.711865,1131,148,53,Uttar Pradesh
static_image,2024-12-13 19:35:24.722886,971,82,84,Gujarat
static_image,2024-12-13 21:04:24.701069,925,80,68,Maharashtra
carousel,2024-12-13 21:07:24.733020,1504,173,44,Maharashtra
carousel,2024-12-13 22:19:24.730716,947,87,77,Delhi
static_image,2024-12-13 22:30:24.686857,605,44,32,West Bengal
carousel,2024-12-13 22:30:24.691277,685,32,55,West Bengal
reel,2024-12-13 22:30:24.691666,800,189,108,Gujarat
static_image,2024-12-13 22:30:24.692947,466,77,45,Punjab
carousel,2024-12-13 22:30:24.700803,1266,126,57,Delhi
reel,2024-12-13 22:30:24.703212,1103,195,87,Madhya Pradesh
carousel,2024-12-13 22:30:24.704348,814,58,42,Kerala
carousel,2024-12-13 22:30:24.710298,793,87,45,Gujarat
static_image,2024-12-13 22:30:24.712661,724,38,10,Telangana
static_image,2024-12-13 22:30:24.715219,672,57,26,Telangana
reel,2024-12-13 22:30:24.719127,868,63,73,Rajasthan
static_image,2024-12-13 22:30:24.720485,663,121,71,Delhi
carousel,2024-12-13 22:30:24.722864,789,81,27,Kerala
reel,2024-12-13 22:30:24.726668,1213,185,63,Rajasthan
static_image,2024-12-13 22:30:24.727177,188,55,38,Nagaland
carousel,2024-12-13 22:30:24.730287,889,80,84,Delhi
reel,2024-12-13 22:30:24.736594,969,132,76,Assam
static_image,2024-12-13 23:33:24.705596,448,55,42,Rajasthan
static_image,2024-12-14 01:29:24.686326,430,48,22,Uttar Pradesh
carousel,2024-12-14 01:44:24.709474,736,43,37,Uttar Pradesh
static_image,2024-12-14 03:20:24.742432,554,47,45,Tamil Nadu
reel,2024-12-14 03:31:24.742476,1352,120,70,Telangana
static_image,2024-12-14 06:00:24.686832,375,62,30,Tamil Nadu
carousel,2024-12-14 06:00:24.688160,592,81,0,West Bengal
carousel,2024-12-14 06:00:24.707543,599,73,32,Punjab
reel,2024-12-14 06:00:24.712705,927,96,144,Goa
static_image,2024-12-14 06:00:24.717624,433,41,68,Telangana
reel,2024-12-14 06:00:24.717823,778,105,52,Bihar
carousel,2024-12-14 06:00:24.725491,704,51,37,West Bengal
reel,2024-12-14 06:00:24.729315,1229,126,77,Telangana
carousel,2024-12-14 06:00:24.731921,782,81,20,Bihar
reel,2024-12-14 06:00:24.734809,1507,185,138,Delhi
static_image,2024-12-14 06:00:24.737081,554,87,35,Telangana
reel,2024-12-14 06:00:24.737125,1193,134,150,Tamil Nadu
reel,2024-12-14 06:00:24.743225,985,141,110,Karnataka
static_image,2024-12-14 07:00:24.688949,591,53,41,Telangana
reel,2024-12-14 07:00:24.697670,1199,184,83,Bihar
static_image,2024-12-14 07:00:24.702487,422,49,20,Meghalaya
carousel,2024-12-14 07:00:24.702711,619,89,27,Tripura
static_image,2024-12-14 07:00:24.709672,409,52,32,Rajasthan
static_image,2024-12-14 07:00:24.709769,348,49,18,Bihar
static_image,2024-12-14 07:00:24.711403,342,52,38,Uttar Pradesh
carousel,2024-12-14 07:00:24.720980,822,74,29,West Bengal
reel,2024-12-14 07:00:24.721641,978,139,97,Tamil Nadu
reel,2024-12-14 07:00:24.724773,1091,219,107,Gujarat
static_image,2024-12-14 07:00:24.733558,608,38,34,Andhra Pradesh
reel,2024-12-14 07:00:24.736050,816,103,45,Jammu and Kashmir
static_image,2024-12-14 07:00:24.736338,791,30,33,Andhra Pradesh
carousel,2024-12-14 07:00:24.737654,623,89,49,Kerala
static_image,2024-12-14 07:00:24.743690,860,67,39,Karnataka
static_image,2024-12-14 07:21:24.726362,492,54,41,Kerala
carousel,2024-12-14 09:57:24.734434,1144,133,30,Telangana
static_image,2024-12-14 11:07:24.715400,1142,115,79,Delhi
reel,2024-12-14 11:36:24.698759,2007,279,66,West Bengal
static_image,2024-12-14 13:41:24.688037,695,87,40,Kerala
static_image,2024-12-14 14:51:24.710621,545,58,28,Uttar Pradesh
carousel,2024-12-14 15:00:24.686981,1396,214,75,West Bengal
carousel,2024-12-14 15:00:24.700348,866,121,38,Madhya Pradesh
static_image,2024-12-14 15:00:24.701502,1064,53,80,Telangana
reel,2024-12-14 15:00:24.709968,1822,167,135,Kerala
static_image,2024-12-14 15:00:24.713165,1142,132,82,Delhi
carousel,2024-12-14 15:00:24.713295,622,69,63,Rajasthan
carousel,2024-12-14 15:00:24.714093,932,126,53,Assam
reel,2024-12-14 15:00:24.716974,1534,77,173,Tamil Nadu
static_image,2024-12-14 15:00:24.721179,971,116,43,Karnataka
carousel,2024-12-14 15:00:24.724817,1134,145,127,Maharashtra
static_image,2024-12-14 15:00:24.728739,685,65,38,Goa
static_image,2024-12-14 15:00:24.731369,1301,94,86,Telangana
carousel,2024-12-14 15:00:24.734523,936,184,73,Delhi
carousel,2024-12-14 15:00:24.736382,1796,153,134,Karnataka
static_image,2024-12-14 15:00:24.738121,880,107,58,Karnataka
carousel,2024-12-14 15:00:24.739683,1072,78,54,Delhi
carousel,2024-12-14 15:00:24.743441,918,91,30,West Bengal
carousel,2024-12-14 15:19:24.719310,1218,76,52,Tamil Nadu
reel,2024-12-14 15:36:24.704104,2474,353,289,Maharashtra
static_image,2024-12-14 16:12:24.692293,586,50,23,Himachal Pradesh
reel,2024-12-14 16:38:24.731170,1392,258,136,Delhi
carousel,2024-12-14 17:10:24.739028,399,36,30,Jammu and Kashmir
reel,2024-12-14 17:20:24.698293,1406,166,95,Maharashtra
carousel,2024-12-14 17:35:24.729935,532,139,82,Gujarat
static_image,2024-12-14 18:17:24.698628,399,21,24,Haryana
reel,2024-12-14 19:58:24.698738,854,161,103,Bihar
carousel,2024-12-14 20:30:24.686224,1809,178,68,Maharashtra
static_image,2024-12-14 20:30:24.689673,1217,169,74,Tamil Nadu
carousel,2024-12-14 20:30:24.691644,840,67,50,Madhya Pradesh
carousel,2024-12-14 20:30:24.693567,801,76,6,Jharkhand
static_image,2024-12-14 20:30:24.693589,788,59,44,Maharashtra
carousel,2024-12-14 20:30:24.706063,1515,168,43,Uttar Pradesh
carousel,2024-12-14 20:30:24.707171,1346,78,108,Haryana
reel,2024-12-14 20:30:24.714820,1825,197,190,Tamil Nadu
reel,2024-12-14 20:30:24.720935,2501,226,175,Karnataka
static_image,2024-12-14 20:30:24.723156,490,28,62,Meghalaya
static_image,2024-12-14 20:30:24.726041,898,64,26,Odisha
carousel,2024-12-14 20:30:24.728854,864,109,67,West Bengal
carousel,2024-12-14 20:30:24.730151,869,121,62,Rajasthan
carousel,2024-12-14 20:30:24.730623,1113,115,100,Andhra Pradesh
reel,2024-12-14 20:30:24.730904,2035,167,110,Assam
static_image,2024-12-14 20:30:24.731635,1258,13,70,Karnataka
static_image,2024-12-14 20:30:24.735984,821,73,34,Jammu and Kashmir
static_image,2024-12-14 20:30:24.736404,647,89,48,Gujarat
static_image,2024-12-14 20:30:24.738340,939,56,49,Kerala
carousel,2024-12-14 20:30:24.740658,1522,91,97,Uttar Pradesh
reel,2024-12-14 20:30:24.741487,2082,234,179,Uttar Pradesh
carousel,2024-12-14 20:34:24.701179,821,80,53,Assam
carousel,2024-12-14 21:09:24.710798,943,88,47,Delhi
reel,2024-12-14 22:13:24.731236,849,128,96,Chhattisgarh
carousel,2024-12-14 22:31:24.739755,996,110,55,Delhi
carousel,2024-12-14 22:37:24.692249,938,40,76,Telangana
static_image,2024-12-14 23:27:24.703818,661,31,38,Andhra Pradesh
static_image,2024-12-15 00:24:24.688699,431,30,28,Haryana
carousel,2024-12-15 01:36:24.730489,817,96,21,Karnataka
carousel,2024-12-15 02:00:24.690005,535,38,22,West Bengal
carousel,2024-12-15 02:00:24.697005,906,109,38,Telangana
reel,2024-12-15 02:00:24.697483,1180,215,52,West Bengal
reel,2024-12-15 02:00:24.700216,929,105,81,Gujarat
static_image,2024-12-15 02:00:24.700560,682,69,24,Tamil Nadu
reel,2024-12-15 02:00:24.706085,819,49,53,West Bengal
reel,2024-12-15 02:00:24.711931,1191,122,63,Telangana
reel,2024-12-15 02:00:24.715576,933,75,79,Tamil Nadu
reel,2024-12-15 02:00:24.716664,1052,136,59,Tamil Nadu
static_image,2024-12-15 02:00:24.716797,362,45,30,Rajasthan
reel,2024-12-15 02:00:24.717558,1451,99,78,Uttar Pradesh
static_image,2024-12-15 02:00:24.727572,473,36,34,Bihar
carousel,2024-12-15 02:00:24.739238,833,63,33,Uttar Pradesh
reel,2024-12-15 02:00:24.741354,1173,154,58,Madhya Pradesh
static_image,2024-12-15 02:00:24.741883,539,68,44,Karnataka
reel,2024-12-15 03:03:24.720370,1353,161,76,Goa
reel,2024-12-15 03:20:24.696173,1228,118,65,Assam
reel,2024-12-15 04:37:24.702443,1077,83,76,Uttar Pradesh
carousel,2024-12-15 04:50:24.711689,815,72,42,Uttar Pradesh
reel,2024-12-15 09:31:24.695458,1478,194,129,Tamil Nadu
static_image,2024-12-15 10:03:24.740042,799,76,31,Maharashtra
static_image,2024-12-15 10:16:24.726427,358,55,57,Tamil Nadu
reel,2024-12-15 10:55:24.714391,1809,194,117,West Bengal
carousel,2024-12-15 10:59:24.724082,533,83,39,Telangana
reel,2024-12-15 13:53:24.723803,994,113,84,Gujarat
static_image,2024-12-15 15:34:24.733759,1345,152,57,Telangana
reel,2024-12-15 15:55:24.742784,2295,72,104,Punjab
carousel,2024-12-15 15:56:24.713713,1572,87,45,Tamil Nadu
reel,2024-12-15 16:00:24.692815,1763,238,86,Haryana
static_image,2024-12-15 16:00:24.705044,368,73,31,Tripura
static_image,2024-12-15 16:00:24.706526,743,70,51,Gujarat
carousel,2024-12-15 16:00:24.706548,1306,87,56,Tamil Nadu
carousel,2024-12-15 16:00:24.706660,665,58,34,Maharashtra
static_image,2024-12-15 16:00:24.709245,665,55,25,Telangana
carousel,2024-12-15 16:00:24.716753,677,48,58,Telangana
reel,2024-12-15 16:00:24.724104,1455,215,77,Bihar
static_image,2024-12-15 16:00:24.726624,605,97,45,Meghalaya
carousel,2024-12-15 16:00:24.735183,848,79,45,Maharashtra
static_image,2024-12-15 16:00:24.736117,442,88,22,Haryana
carousel,2024-12-15 17:30:24.690785,694,133,47,West Bengal
static_image,2024-12-15 17:30:24.696692,532,47,10,West Bengal
carousel,2024-12-15 17:30:24.703146,1144,114,74,Delhi
reel,2024-12-15 17:30:24.710056,1575,171,170,Punjab
reel,2024-12-15 17:30:24.714617,836,202,114,Kerala
reel,2024-12-15 17:30:24.719472,1467,212,165,Delhi
reel,2024-12-15 17:30:24.721134,2010,105,129,Maharashtra
carousel,2024-12-15 17:30:24.728432,616,63,47,Kerala
carousel,2024-12-15 17:30:24.728541,772,104,46,Uttarakhand
carousel,2024-12-15 17:30:24.728810,593,83,54,Telangana
static_image,2024-12-15 17:30:24.731436,707,67,29,Sikkim
carousel,2024-12-15 17:30:24.737389,718,98,66,Delhi
reel,2024-12-15 17:30:24.737478,1241,128,132,Karnataka
reel,2024-12-15 17:30:24.739261,717,69,43,Madhya Pradesh
carousel,2024-12-15 17:30:24.742586,674,45,32,Gujarat
static_image,2024-12-15 18:00:24.708559,532,50,31,Punjab
static_image,2024-12-15 19:00:24.687054,1090,94,62,Delhi
static_image,2024-12-15 19:00:24.693471,575,42,15,Odisha
static_image,2024-12-15 19:00:24.695347,761,120,0,Delhi
carousel,2024-12-15 19:00:24.695436,1417,238,65,Karnataka
carousel,2024-12-15 19:00:24.701113,1225,121,34,Tamil Nadu
static_image,2024-12-15 19:00:24.702509,713,92,19,Sikkim
static_image,2024-12-15 19:00:24.708404,1343,70,118,Delhi
static_image,2024-12-15 19:00:24.709584,1196,175,68,Tamil Nadu
static_image,2024-12-15 19:00:24.713374,694,45,33,Haryana
static_image,2024-12-15 19:00:24.713466,1309,109,50,Karnataka
static_image,2024-12-15 19:00:24.716268,997,75,62,Kerala
reel,2024-12-15 19:00:24.727911,1733,204,75,Uttarakhand
static_image,2024-12-15 19:00:24.728388,1096,60,66,Karnataka
reel,2024-12-15 19:00:24.730511,2266,154,185,Tamil Nadu
static_image,2024-12-15 19:00:24.731723,645,108,33,Chhattisgarh
static_image,2024-12-15 19:00:24.735403,715,74,48,Telangana
static_image,2024-12-15 21:57:24.742959,812,111,23,Haryana
reel,2024-12-15 22:20:24.715524,1277,141,119,Kerala
static_image,2024-12-15 23:10:24.693685,490,59,16,Kerala
carousel,2024-12-15 23:19:24.695185,618,102,52,West Bengal
carousel,2024-12-16 01:00:24.692579,504,78,30,Haryana
carousel,2024-12-16 02:11:24.707127,620,75,27,Kerala
static_image,2024-12-16 02:40:24.743779,407,64,48,Rajasthan
static_image,2024-12-16 05:25:24.741817,497,72,36,Jammu and Kashmir
carousel,2024-12-16 07:17:24.738482,697,90,22,Manipur
reel,2024-12-16 07:41:24.739865,983,173,34,Bihar
carousel,2024-12-16 08:35:24.694282,752,61,30,West Bengal
carousel,2024-12-16 08:39:24.703950,733,121,38,Gujarat
reel,2024-12-16 09:50:24.707193,774,123,110,Maharashtra
reel,2024-12-16 10:05:24.736448,858,135,76,Karnataka
static_image,2024-12-16 10:22:24.691755,389,48,39,Rajasthan
reel,2024-12-16 11:00:24.691031,2136,205,82,Haryana
static_image,2024-12-16 11:00:24.696668,914,116,53,Delhi
carousel,2024-12-16 11:00:24.699115,1033,115,52,Punjab
reel,2024-12-16 11:00:24.700105,2336,163,138,Gujarat
static_image,2024-12-16 11:00:24.700282,876,129,82,Delhi
static_image,2024-12-16 11:00:24.703730,995,83,55,Maharashtra
static_image,2024-12-16 11:00:24.705375,754,93,75,Gujarat
static_image,2024-12-16 11:00:24.714026,960,142,45,Delhi
carousel,2024-12-16 11:00:24.715263,1037,137,58,Rajasthan
static_image,2024-12-16 11:00:24.717757,773,64,36,Haryana
static_image,2024-12-16 11:00:24.725690,840,98,51,Tamil Nadu
reel,2024-12-16 11:00:24.727288,2471,305,139,Tamil Nadu
static_image,2024-12-16 11:00:24.739385,1331,95,68,Tamil Nadu
reel,2024-12-16 11:00:24.743464,2326,166,103,Karnataka
static_image,2024-12-16 11:00:24.743734,651,62,30,Haryana
static_image,2024-12-16 12:00:24.688299,877,121,90,Karnataka
reel,2024-12-16 12:00:24.689339,1457,254,108,Assam
carousel,2024-12-16 12:00:24.696497,1000,158,60,West Bengal
carousel,2024-12-16 12:00:24.698092,1190,107,65,Chhattisgarh
static_image,2024-12-16 12:00:24.701370,1024,68,57,Kerala
static_image,2024-12-16 12:00:24.706019,775,133,44,Rajasthan
static_image,2024-12-16 12:00:24.711469,799,57,61,Rajasthan
static_image,2024-12-16 12:00:24.717248,825,84,61,Uttar Pradesh
carousel,2024-12-16 12:00:24.718994,1101,118,48,Bihar
reel,2024-12-16 12:00:24.722587,2369,181,96,Karnataka
static_image,2024-12-16 12:00:24.723693,1389,81,38,Delhi
reel,2024-12-16 12:00:24.737967,1796,382,253,Kerala
reel,2024-12-16 12:00:24.738847,2331,219,132,Haryana
static_image,2024-12-16 13:32:24.734028,685,68,21,Tamil Nadu
static_image,2024-12-16 13:54:24.739522,732,91,58,Gujarat
static_image,2024-12-16 14:26:24.691503,556,82,44,Gujarat
reel,2024-12-16 14:57:24.699259,919,95,81,Manipur
reel,2024-12-16 15:11:24.723023,1266,65,109,Bihar
carousel,2024-12-16 15:15:24.695207,849,116,84,Tamil Nadu
static_image,2024-12-16 15:15:24.699067,763,80,39,Rajasthan
carousel,2024-12-16 15:15:24.700979,762,63,39,Tripura
static_image,2024-12-16 15:15:24.701304,611,82,28,Maharashtra
static_image,2024-12-16 15:15:24.707565,937,41,45,Maharashtra
static_image,2024-12-16 15:15:24.709267,870,109,23,Tamil Nadu
static_image,2024-12-16 15:15:24.714183,569,70,14,Haryana
reel,2024-12-16 15:15:24.717381,1397,190,102,Uttar Pradesh
static_image,2024-12-16 15:15:24.719633,1279,65,43,Delhi
carousel,2024-12-16 15:15:24.732060,1382,89,39,Delhi
static_image,2024-12-16 15:15:24.732776,609,86,33,Telangana
carousel,2024-12-16 15:15:24.741706,1733,105,75,Tamil Nadu
reel,2024-12-16 15:53:24.718854,2408,211,137,Uttar Pradesh
carousel,2024-12-16 16:34:24.696150,900,56,45,Punjab
static_image,2024-12-16 17:17:24.714842,645,88,33,Tamil Nadu
carousel,2024-12-16 17:23:24.739705,787,105,34,Delhi
carousel,2024-12-16 18:05:24.740790,659,105,38,Delhi
reel,2024-12-16 19:30:24.695480,1261,138,98,Jammu and Kashmir
static_image,2024-12-16 19:30:24.696957,1153,89,82,Delhi
reel,2024-12-16 19:30:24.698898,1795,265,189,Tamil Nadu
carousel,2024-12-16 19:30:24.705774,1472,74,93,West Bengal
reel,2024-12-16 19:30:24.711601,2100,185,223,Punjab
carousel,2024-12-16 19:30:24.714864,1309,117,61,Delhi
carousel,2024-12-16 19:30:24.714930,504,42,28,Tripura
carousel,2024-12-16 19:30:24.716377,1515,196,114,Maharashtra
static_image,2024-12-16 19:30:24.735715,750,73,47,Rajasthan
static_image,2024-12-16 19:30:24.736772,1215,135,44,Gujarat
reel,2024-12-16 19:30:24.743003,2369,130,119,Uttar Pradesh
reel,2024-12-16 19:36:24.731855,1433,98,76,Haryana
carousel,2024-12-16 20:12:24.708140,1679,210,43,Maharashtra
carousel,2024-12-16 20:59:24.694684,1329,64,55,Karnataka
static_image,2024-12-16 21:03:24.727067,508,61,17,Kerala
static_image,2024-12-16 21:26:24.702829,487,52,29,Uttarakhand
static_image,2024-12-16 21:30:24.720825,504,47,33,Chhattisgarh
static_image,2024-12-16 21:31:24.712730,607,55,47,Haryana
static_image,2024-12-16 23:26:24.733580,450,48,39,Punjab
carousel,2024-12-17 04:24:24.691344,717,88,15,Delhi
static_image,2024-12-17 04:52:24.740504,463,29,17,Sikkim
carousel,2024-12-17 06:07:24.695901,672,83,14,Karnataka
static_image,2024-12-17 06:37:24.694379,453,17,34,Arunachal Pradesh
carousel,2024-12-17 07:00:24.691098,493,76,13,Meghalaya
static_image,2024-12-17 07:00:24.692513,570,65,38,Telangana
carousel,2024-12-17 07:00:24.696077,487,68,53,Telangana
carousel,2024-12-17 07:00:24.714664,535,74,12,Delhi
static_image,2024-12-17 07:00:24.720583,783,77,43,Delhi
static_image,2024-12-17 07:00:24.723370,583,73,60,Telangana
reel,2024-12-17 07:00:24.735007,2176,213,109,Maharashtra
static_image,2024-12-17 07:00:24.739073,808,76,45,Telangana
reel,2024-12-17 07:00:24.739408,1071,141,65,West Bengal
reel,2024-12-17 07:00:24.739566,710,79,51,Nagaland
carousel,2024-12-17 07:11:24.691930,797,78,37,Gujarat
static_image,2024-12-17 07:34:24.727818,603,40,1,Jammu and Kashmir
carousel,2024-12-17 08:00:24.687257,620,105,38,Uttar Pradesh
reel,2024-12-17 08:00:24.690669,718,115,40,Assam
reel,2024-12-17 08:00:24.692380,2132,260,166,Delhi
reel,2024-12-17 08:00:24.694045,1472,125,125,Karnataka
static_image,2024-12-17 08:00:24.704195,918,74,37,Rajasthan
reel,2024-12-17 08:00:24.705909,786,171,58,West Bengal
carousel,2024-12-17 08:00:24.706726,1237,69,51,Kerala
carousel,2024-12-17 08:00:24.728942,408,75,33,Kerala
static_image,2024-12-17 08:00:24.732533,762,56,40,Tamil Nadu
carousel,2024-12-17 08:00:24.734072,440,86,30,Odisha
static_image,2024-12-17 08:00:24.738896,354,41,34,Meghalaya
static_image,2024-12-17 08:00:24.743181,615,40,31,Telangana
reel,2024-12-17 09:00:24.690580,1460,132,107,Madhya Pradesh
static_image,2024-12-17 09:00:24.692424,745,41,57,Haryana
carousel,2024-12-17 09:00:24.701838,888,124,18,Madhya Pradesh
static_image,2024-12-17 09:00:24.707830,905,114,78,Punjab
static_image,2024-12-17 09:00:24.712208,1028,83,61,Karnataka
static_image,2024-12-17 09:00:24.716400,922,66,38,Haryana
static_image,2024-12-17 09:00:24.725843,921,79,54,Maharashtra
reel,2024-12-17 09:00:24.733376,1214,149,122,Kerala
static_image,2024-12-17 09:00:24.741773,467,64,43,Bihar
static_image,2024-12-17 10:00:24.692271,992,73,68,Maharashtra
static_image,2024-12-17 10:00:24.692727,826,63,57,Kerala
static_image,2024-12-17 10:00:24.693118,1277,101,39,Delhi
carousel,2024-12-17 10:00:24.707676,1166,60,28,Telangana
static_image,2024-12-17 10:00:24.709901,527,30,58,Karnataka
static_image,2024-12-17 10:00:24.710945,695,132,44,Karnataka
carousel,2024-12-17 10:00:24.713982,1102,66,68,Gujarat
reel,2024-12-17 10:00:24.717536,1583,126,115,Haryana
static_image,2024-12-17 10:00:24.721046,787,103,64,Telangana
reel,2024-12-17 10:00:24.725289,1731,139,109,Punjab
static_image,2024-12-17 10:00:24.725422,779,80,44,Andhra Pradesh
carousel,2024-12-17 10:00:24.732511,602,89,21,Kerala
reel,2024-12-17 10:00:24.739733,1063,170,60,Gujarat
static_image,2024-12-17 10:00:24.740966,1247,45,19,Karnataka
carousel,2024-12-17 10:00:24.742111,932,66,38,Uttar Pradesh
carousel,2024-12-17 10:40:24.712452,962,72,37,Tamil Nadu
carousel,2024-12-17 11:30:24.690987,1392,171,25,Maharashtra
reel,2024-12-17 11:30:24.694706,3270,184,149,Delhi
static_image,2024-12-17 11:30:24.697264,951,116,62,Tamil Nadu
static_image,2024-12-17 11:30:24.702851,1099,51,43,Karnataka
static_image,2024-12-17 11:30:24.706858,642,84,11,Sikkim
carousel,2024-12-17 11:30:24.713757,767,81,33,Tripura
static_image,2024-12-17 11:30:24.713847,387,65,44,West Bengal
reel,2024-12-17 11:30:24.726866,1774,236,68,Rajasthan
carousel,2024-12-17 11:30:24.728563,477,69,41,Himachal Pradesh
carousel,2024-12-17 11:30:24.733671,965,61,95,Gujarat
static_image,2024-12-17 11:30:24.742696,806,112,72,Maharashtra
carousel,2024-12-17 11:30:24.743093,1192,161,59,Delhi
carousel,2024-12-17 12:22:24.717602,828,83,24,Telangana
carousel,2024-12-17 13:30:24.688087,1046,111,50,West Bengal
static_image,2024-12-17 13:30:24.692226,853,89,25,Tamil Nadu
static_image,2024-12-17 13:30:24.707632,373,29,21,Jharkhand
carousel,2024-12-17 13:30:24.714550,784,111,13,Delhi
static_image,2024-12-17 13:30:24.737632,616,53,36,Uttar Pradesh
static_image,2024-12-17 13:30:24.740548,619,68,40,Rajasthan
reel,2024-12-17 13:56:24.726602,1527,175,45,West Bengal
static_image,2024-12-17 16:58:24.742090,1068,105,39,West Bengal
static_image,2024-12-17 18:17:24.725602,486,52,23,Uttar Pradesh
reel,2024-12-17 18:59:24.736907,1171,127,128,Assam
carousel,2024-12-17 20:24:24.726493,1722,114,118,Delhi
carousel,2024-12-17 21:07:24.698404,1178,116,76,West Bengal
carousel,2024-12-17 23:20:24.740108,708,65,30,Punjab
reel,2024-12-18 01:17:24.712253,975,136,130,Tamil Nadu
static_image,2024-12-18 01:32:24.723573,202,33,15,Arunachal Pradesh
static_image,2024-12-18 02:46:24.705221,783,47,26,Karnataka
static_image,2024-12-18 05:25:24.732082,425,56,19,Chhattisgarh
static_image,2024-12-18 07:21:24.686576,469,27,22,Chhattisgarh
static_image,2024-12-18 09:00:24.713200,393,15,25,Kerala
static_image,2024-12-18 09:16:24.735271,569,65,31,Kerala
static_image,2024-12-18 09:23:24.699614,1075,99,66,Delhi
static_image,2024-12-18 10:04:24.710891,842,76,41,Karnataka
carousel,2024-12-18 10:20:24.724506,908,93,30,Uttar Pradesh
carousel,2024-12-18 11:00:24.686073,1154,168,66,Maharashtra
reel,2024-12-18 11:00:24.686600,1432,163,104,Maharashtra
carousel,2024-12-18 11:00:24.687987,1286,172,20,Delhi
carousel,2024-12-18 11:00:24.695066,455,117,62,Odisha
static_image,2024-12-18 11:00:24.697358,973,86,62,Uttar Pradesh
static_image,2024-12-18 11:00:24.701992,935,59,37,Kerala
carousel,2024-12-18 11:00:24.702600,992,111,43,Rajasthan
reel,2024-12-18 11:00:24.707610,1395,172,52,Madhya Pradesh
static_image,2024-12-18 11:00:24.715041,1217,60,49,Tamil Nadu
static_image,2024-12-18 11:00:24.716731,782,59,76,Maharashtra
static_image,2024-12-18 11:00:24.717270,1091,105,35,Andhra Pradesh
reel,2024-12-18 11:00:24.718713,1362,126,80,Telangana
static_image,2024-12-18 11:00:24.718964,588,178,29,Telangana
reel,2024-12-18 11:00:24.728147,1500,38,123,Uttar Pradesh
static_image,2024-12-18 11:00:24.741399,843,88,45,Maharashtra
reel,2024-12-18 11:00:24.743115,2006,248,142,Tamil Nadu
static_image,2024-12-18 11:00:24.743602,458,116,51,Jammu and Kashmir
static_image,2024-12-18 13:40:24.698115,1000,95,35,Gujarat
carousel,2024-12-18 16:21:24.729271,1134,83,49,Telangana
static_image,2024-12-18 16:30:24.688254,867,97,35,Delhi
carousel,2024-12-18 16:30:24.691388,706,80,23,Madhya Pradesh
carousel,2024-12-18 16:30:24.694304,441,99,47,Manipur
carousel,2024-12-18 16:30:24.709385,1145,121,67,Delhi
reel,2024-12-18 16:30:24.714753,1000,142,64,Bihar
reel,2024-12-18 16:30:24.715108,1364,196,96,Maharashtra
reel,2024-12-18 16:30:24.719699,906,157,34,Karnataka
static_image,2024-12-18 16:30:24.720627,686,26,39,Nagaland
static_image,2024-12-18 16:30:24.721486,516,57,36,Uttar Pradesh
reel,2024-12-18 16:30:24.722149,1414,117,74,Gujarat
carousel,2024-12-18 16:30:24.722776,1271,185,60,Delhi
reel,2024-12-18 16:30:24.725245,1364,155,144,Rajasthan
static_image,2024-12-18 16:30:24.727332,836,92,27,Madhya Pradesh
reel,2024-12-18 16:30:24.734985,2443,211,231,Maharashtra
static_image,2024-12-18 16:30:24.737279,648,37,42,Haryana
reel,2024-12-18 16:30:24.741077,1152,74,33,Tamil Nadu
reel,2024-12-18 16:50:24.700437,1544,127,28,Uttar Pradesh
static_image,2024-12-18 17:26:24.727020,593,68,42,Punjab
static_image,2024-12-18 17:30:24.688512,489,49,25,Madhya Pradesh
reel,2024-12-18 17:30:24.688535,1228,170,61,Manipur
static_image,2024-12-18 17:30:24.689317,577,71,30,Haryana
reel,2024-12-18 17:30:24.693360,1075,165,72,Maharashtra
static_image,2024-12-18 17:30:24.694618,1008,73,74,Maharashtra
static_image,2024-12-18 17:30:24.696620,1193,128,58,Delhi
carousel,2024-12-18 17:30:24.698470,626,81,42,Kerala
